: D01 [noun+less_reg].txt
enlighten enlightenment manage management
enlighten enlightenment punish punishment
enlighten enlightenment redevelop redevelopment
enlighten enlightenment reimburse reimbursement
enlighten enlightenment reinforce reinforcement
enlighten enlightenment replace replacement
enlighten enlightenment require requirement
enlighten enlightenment resent resentment
enroll enrollment accomplish accomplishment
enroll enrollment achieve achievement
enroll enrollment acknowledge acknowledgement
enroll enrollment adjust adjustment
enroll enrollment advertise advertisement
enroll enrollment agree agreement
enroll enrollment align alignment
enroll enrollment amend amendment
enroll enrollment amuse amusement
enroll enrollment announce announcement
enroll enrollment appoint appointment
enroll enrollment arrange arrangement
enroll enrollment assess assessment
enroll enrollment assign assignment
enroll enrollment commit commitment
enroll enrollment detach detachment
enroll enrollment develop development
enroll enrollment disagree disagreement
enroll enrollment disappoint disappointment
enroll enrollment displace displacement
enroll enrollment embarrass embarrassment
enroll enrollment encourage encouragement
enroll enrollment endorse endorsement
enroll enrollment enforce enforcement
enroll enrollment engage engagement
enroll enrollment enhance enhancement
enroll enrollment enjoy enjoyment
enroll enrollment enlighten enlightenment
enroll enrollment entertain entertainment
enroll enrollment entitle entitlement
enroll enrollment equip equipment
enroll enrollment establish establishment
enroll enrollment excite excitement
enroll enrollment fulfil fulfilment
enroll enrollment fulfill fulfillment
enroll enrollment harass harassment
enroll enrollment impair impairment
enroll enrollment improve improvement
enroll enrollment infringe infringement
enroll enrollment invest investment
enroll enrollment involve involvement
enroll enrollment manage management
enroll enrollment punish punishment
enroll enrollment redevelop redevelopment
enroll enrollment reimburse reimbursement
enroll enrollment reinforce reinforcement
enroll enrollment replace replacement
enroll enrollment require requirement
enroll enrollment resent resentment
entertain entertainment accomplish accomplishment
entertain entertainment achieve achievement
entertain entertainment acknowledge acknowledgement
entertain entertainment adjust adjustment
entertain entertainment advertise advertisement
entertain entertainment agree agreement
entertain entertainment align alignment
entertain entertainment amend amendment
entertain entertainment amuse amusement
entertain entertainment announce announcement
entertain entertainment appoint appointment
entertain entertainment arrange arrangement
entertain entertainment assess assessment
entertain entertainment assign assignment
entertain entertainment commit commitment
entertain entertainment detach detachment
entertain entertainment develop development
entertain entertainment disagree disagreement
entertain entertainment disappoint disappointment
entertain entertainment displace displacement
entertain entertainment embarrass embarrassment
entertain entertainment encourage encouragement
entertain entertainment endorse endorsement
entertain entertainment enforce enforcement
entertain entertainment engage engagement
entertain entertainment enhance enhancement
